date,station,daily_rainfall_total,highest_30_min_rainfall,highest_60_min_rainfall,highest_120_min_rainfall,mean_temperature,maximum_temperature,minimum_temperature,mean_wind_speed,max_wind_speed
2010-12-16,Admiralty,9.6,na,na,na,25.3,29.2,23.1,7.6,47.9
2010-12-17,Admiralty,4.6,na,na,na,26,30.8,23.8,8.6,41
2010-12-18,Admiralty,2.4,na,na,na,25.4,29.2,23.6,9.6,50.4
2010-12-19,Admiralty,0.2,na,na,na,26,29.7,23.2,9.3,29.9
2010-12-20,Admiralty,0,na,na,na,26.6,31.8,24.1,7.2,23
2010-12-21,Admiralty,0,na,na,na,27.1,31,24.2,9.4,26.6
2010-12-22,Admiralty,0.2,na,na,na,26.6,30.6,24.8,8.3,31
2010-12-23,Admiralty,0,na,na,na,26.2,29.3,24.5,6.5,19.4
2010-12-24,Admiralty,1,na,na,na,26.6,30.8,24.2,8.9,34.6
2010-12-25,Admiralty,27.6,na,na,na,26.2,30.2,21.9,7.9,50.8
2010-12-26,Admiralty,0,na,na,na,27,31.4,23.6,9.6,35.3
2010-12-27,Admiralty,0,na,na,na,26.8,30.4,24.6,9.1,28.1
2010-12-28,Admiralty,0,na,na,na,25.1,26,24.3,9.9,37.4
2010-12-29,Admiralty,8.6,na,na,na,26.1,32.5,23.9,7.6,37.1
2010-12-30,Admiralty,0.2,na,na,na,25.1,26.8,24.3,9.2,38.2
2010-12-31,Admiralty,26.8,na,na,na,25.7,30.6,23.3,8.6,38.5
2011-01-01,Admiralty,4.6,na,na,na,26.6,30,24.4,10.5,38.5
2011-01-02,Admiralty,12.4,na,na,na,27,30.3,25.1,11.4,34.2
2011-01-03,Admiralty,44.2,na,na,na,25.5,29.2,23.7,8.9,32
2011-01-04,Admiralty,0,na,na,na,27,31.1,24.1,9.9,33.1
2011-01-05,Admiralty,3.8,na,na,na,27.2,32.5,24.7,9.3,38.9
2011-01-06,Admiralty,3.2,na,na,na,25,27.6,23.8,8.1,32.4
2011-01-07,Admiralty,0.4,na,na,na,24.6,25.9,23.7,8.9,31.7
2011-01-08,Admiralty,0.6,na,na,na,25.4,29.1,23.4,10.3,49
2011-01-09,Admiralty,7.2,na,na,na,25.8,28.5,24,9.4,46.8
2011-01-10,Admiralty,17.6,na,na,na,24.6,25.7,23.5,8.5,24.5
2011-01-11,Admiralty,0.2,na,na,na,25.2,27.5,23.3,6.7,31.7
2011-01-12,Admiralty,6,na,na,na,26.2,30.9,23.9,6.4,35.6
2011-01-13,Admiralty,0,na,na,na,26.7,29.8,24.2,10.1,33.8
2011-01-14,Admiralty,11.4,na,na,na,25.5,29.4,24,7,31
2011-01-15,Admiralty,3.6,na,na,na,26.2,29.9,24.5,7,26.6
2011-01-16,Admiralty,0,na,na,na,26.2,29,24.5,12.5,38.9
2011-01-17,Admiralty,13.8,na,na,na,24.9,29.2,23.3,11.9,43.9
2011-01-18,Admiralty,0.2,na,na,na,25.8,29,23.5,11.1,37.1
2011-01-19,Admiralty,0,na,na,na,26.4,30.3,23.8,10.9,33.8
2011-01-20,Admiralty,11.4,na,na,na,26.2,31,23.3,10.3,28.8
2011-01-21,Admiralty,0,na,na,na,26.1,29.8,23,11.4,38.5
2011-01-22,Admiralty,0,na,na,na,26.7,31,23.9,9.7,32.4
2011-01-23,Admiralty,0,na,na,na,26.5,29.7,24.5,10.9,37.4
2011-01-24,Admiralty,0.4,na,na,na,27.2,31.3,24.8,10.5,33.1
2011-01-25,Admiralty,6.2,na,na,na,25.7,28.9,23.7,11,47.2
2011-01-26,Admiralty,21.2,na,na,na,25,27.6,23.7,8.7,38.9
2011-01-27,Admiralty,0,na,na,na,26.3,29.1,24.7,13.2,44.3
2011-01-28,Admiralty,42,na,na,na,25.5,27.3,24,11.2,40.3
2011-01-29,Admiralty,38.6,na,na,na,25.1,27.7,23.4,10.7,48.6
2011-01-30,Admiralty,98,na,na,na,23.3,24.2,22.3,5.9,22.7
2011-01-31,Admiralty,28,na,na,na,23.5,24.7,22.7,8.5,35.3
2011-02-01,Admiralty,5.2,na,na,na,24.9,27.5,23.2,9.3,38.9
2011-02-02,Admiralty,3.2,na,na,na,25.6,29.8,23.6,11,42.1
2011-02-03,Admiralty,0,na,na,na,25.9,29.7,23.7,12.2,40.3
2011-02-04,Admiralty,0,na,na,na,26,30.5,23.8,10.5,34.6
2011-02-05,Admiralty,0,na,na,na,26.2,30.4,23.5,11.5,34.2
2011-02-06,Admiralty,0,na,na,na,26.2,30.8,23.5,12.1,36.7
2011-02-07,Admiralty,0,na,na,na,26,30,23,9.9,30.2
2011-02-08,Admiralty,20,na,na,na,26.8,33.1,23.5,9.7,29.5
2011-02-09,Admiralty,0,na,na,na,26.9,32.1,24.2,9.8,23.8
2011-02-10,Admiralty,38,na,na,na,26.8,34.6,22.3,10.3,42.8
2011-02-11,Admiralty,14.8,na,na,na,26.6,33.4,23.8,9.9,47.9
2011-02-12,Admiralty,1.6,na,na,na,27,33.5,24.3,10,46.1
2011-02-13,Admiralty,0,na,na,na,27.2,32.2,24.5,11.9,40.7
2011-02-14,Admiralty,0,na,na,na,27.2,32.3,24.6,12.5,36.7
2011-02-15,Admiralty,9,na,na,na,26.7,31.7,24.5,10,45.7
2011-02-16,Admiralty,0.4,na,na,na,27.1,30.1,25,10.8,35.3
2011-02-17,Admiralty,0,na,na,na,27.9,32.6,24.8,10,37.4
2011-02-18,Admiralty,10.8,na,na,na,27,31,24.4,9.5,50.4
2011-02-19,Admiralty,1.2,na,na,na,26.9,30.9,25,8.7,40
2011-02-20,Admiralty,0,na,na,na,27,29.7,25,8,23.4
2011-02-21,Admiralty,0,na,na,na,27.3,31.7,24.9,12.6,38.5
2011-02-22,Admiralty,1,na,na,na,27.1,32,24.3,9.9,29.9
2011-02-23,Admiralty,65.2,na,na,na,26.5,31.2,22.9,11.4,37.1
2011-02-24,Admiralty,11.6,na,na,na,26.6,32.2,24.5,10.9,36.7
2011-02-25,Admiralty,0,na,na,na,27,31.6,24.2,10.9,34.6
2011-02-26,Admiralty,0,na,na,na,27.2,32.2,24.6,11.4,33.5
2011-02-27,Admiralty,0,na,na,na,27,30.6,24.9,11.7,37.1
2011-02-28,Admiralty,0,na,na,na,26.5,31.1,23.5,9.7,35.6
2011-03-01,Admiralty,0,na,na,na,27.1,31.1,24.6,8.2,28.8
2011-03-02,Admiralty,0,na,na,na,27.4,32.5,24.9,9.2,31
2011-03-03,Admiralty,24.6,na,na,na,26.5,31.2,24.2,10,31
2011-03-04,Admiralty,15.4,na,na,na,25.8,32,22.2,8.8,55.1
2011-03-05,Admiralty,20.2,na,na,na,26.9,33.3,24,8.7,52.2
2011-03-06,Admiralty,0,na,na,na,27.1,32.7,25.2,6.8,36.4
2011-03-07,Admiralty,1,na,na,na,27.3,32.7,24.7,7.4,33.5
2011-03-08,Admiralty,0,na,na,na,26.2,30.2,23.7,7,38.2
2011-03-09,Admiralty,0,na,na,na,26.2,30.7,24.3,9.7,38.9
2011-03-10,Admiralty,25.8,na,na,na,25.1,28.9,23.8,7.8,30.2
2011-03-11,Admiralty,0.2,na,na,na,24.4,26,22.6,7.7,22.7
2011-03-12,Admiralty,7.6,na,na,na,26,30.1,23.1,8.8,33.5
2011-03-13,Admiralty,0.2,na,na,na,27.3,31,24.7,9.9,37.4
2011-03-14,Admiralty,19.2,na,na,na,25.6,29.8,23.6,7.6,42.1
2011-03-15,Admiralty,15.4,na,na,na,26,32.6,23.4,7.3,44.6
2011-03-16,Admiralty,7,na,na,na,26.8,31.2,24.3,7.7,46.8
2011-03-17,Admiralty,1.8,na,na,na,25.5,27.6,22.2,7.1,40.3
2011-03-18,Admiralty,0,na,na,na,27.1,30.6,24.7,10,34.6
2011-03-19,Admiralty,4.2,na,na,na,26.7,30.9,25.1,7.7,33.8
2011-03-20,Admiralty,15.4,na,na,na,26.3,31.1,24.3,5.2,30.2
2011-03-21,Admiralty,10.6,na,na,na,27.1,31.7,24.6,5.7,30.6
2011-03-22,Admiralty,0.8,na,na,na,25.4,26.7,23.2,8.6,38.9
2011-03-23,Admiralty,0.4,na,na,na,27.3,33,24.8,7.7,31
2011-03-24,Admiralty,0.4,na,na,na,27.8,32.1,24.9,8.3,42.8
2011-03-25,Admiralty,0,na,na,na,28.7,31.8,25.7,9.3,39.6
2011-03-26,Admiralty,0,na,na,na,28.6,31.2,26.2,12.5,49.3
2011-03-27,Admiralty,7,na,na,na,27.9,34.7,25.1,7.4,29.5
2011-03-28,Admiralty,1.2,na,na,na,27.2,32.3,25,8.9,35.3
2011-03-29,Admiralty,0,na,na,na,28.4,32.2,24.8,9,39.6
2011-03-30,Admiralty,0,na,na,na,28.6,32.5,25,12,54.7
2011-03-31,Admiralty,0,na,na,na,27.7,32,25.5,8.2,34.6
2011-05-01,Admiralty,4.2,na,na,na,27.1,30.3,25.4,4.7,15.1
2011-05-02,Admiralty,0.2,na,na,na,25.9,27.1,24.3,7.6,40
2011-05-03,Admiralty,7,na,na,na,27.8,34.5,25,6.2,42.5
2011-05-04,Admiralty,6.2,na,na,na,27.3,33.4,25.2,5.7,32.8
2011-05-05,Admiralty,0,na,na,na,28.4,33.7,25.4,7.8,37.8
2011-05-06,Admiralty,0,na,na,na,29.7,35.5,26,6.5,23.8
2011-05-07,Admiralty,0,na,na,na,30.1,34.7,27.2,8.3,30.6
2011-05-08,Admiralty,0,na,na,na,30.4,34.2,26.4,7.8,35.3
2011-05-09,Admiralty,0,na,na,na,30.6,34.1,28.3,7.9,28.1
2011-05-10,Admiralty,0,na,na,na,29.6,32.8,25.6,6.2,35.3
2011-05-11,Admiralty,5.4,na,na,na,29.4,33.8,27.1,7.4,34.2
2011-05-12,Admiralty,22.2,na,na,na,27.4,29.8,25.2,6.8,26.6
2011-05-13,Admiralty,0.4,na,na,na,28.1,34.8,25.9,5.8,38.2
2011-05-14,Admiralty,3,na,na,na,28,31.1,26.3,5.5,32.8
2011-05-15,Admiralty,0,na,na,na,28.7,33.7,25.3,7.2,27.7
2011-05-16,Admiralty,0.4,na,na,na,27.8,32.6,25.7,5.9,31.3
2011-05-17,Admiralty,27,na,na,na,27.5,33.1,25.4,4.9,41.8
2011-05-18,Admiralty,0,na,na,na,27.4,33.7,25.1,5.5,31.3
2011-05-19,Admiralty,16.2,na,na,na,27.3,31.8,25.2,5.8,37.8
2011-05-20,Admiralty,54.2,na,na,na,27.4,33.4,22.4,4.8,45.4
2011-05-21,Admiralty,1,na,na,na,27.1,29.5,25,4.6,32.4
2011-05-22,Admiralty,3,na,na,na,28.7,32.3,25.9,6.5,28.4
2011-05-23,Admiralty,0.2,na,na,na,29.1,33.3,24.5,6.5,34.9
2011-05-24,Admiralty,0,na,na,na,28.9,33.4,25.5,6,24.1
2011-05-25,Admiralty,2.2,na,na,na,28,31.1,25.2,7.6,29.9
2011-05-26,Admiralty,0,na,na,na,28.2,33.1,25,6.8,33.8
2011-05-27,Admiralty,0,na,na,na,28,30.2,26.1,7.2,33.1
2011-05-28,Admiralty,0,na,na,na,28.6,32.1,26.5,6.7,29.9
2011-05-29,Admiralty,0,na,na,na,28.1,31.4,26.2,4.6,25.2
2011-05-30,Admiralty,0,na,na,na,28.8,31.6,25.9,5.8,30.2
2011-05-31,Admiralty,0.2,na,na,na,27.8,33.3,25.7,6.2,41.4
2011-06-01,Admiralty,0.8,na,na,na,26.9,32.8,25.1,5.3,28.1
2011-06-02,Admiralty,2.4,na,na,na,27.5,33.3,24.7,5.3,34.9
2011-06-03,Admiralty,0,na,na,na,28.3,32.4,25.9,5.3,27.4
2011-06-04,Admiralty,0.6,na,na,na,28.3,31.9,26.3,5.7,28.8
2011-06-05,Admiralty,30.6,na,na,na,26.2,28.1,23.9,4.5,34.6
2011-06-06,Admiralty,0.4,na,na,na,26.4,28.8,24.4,5.9,41
2011-06-07,Admiralty,0,na,na,na,29.2,33,25.8,5.3,29.9
2011-06-08,Admiralty,11.2,na,na,na,29.4,33.6,24.3,6.3,34.9
2011-06-09,Admiralty,0,na,na,na,26.8,29.4,23.3,5.2,38.2
2011-06-10,Admiralty,0,na,na,na,29,32.3,26.8,5.9,23.4
2011-06-11,Admiralty,0.6,na,na,na,26.9,29.2,24.9,5.5,25.9
2011-06-12,Admiralty,0.8,na,na,na,27.9,32.9,25.2,5.7,29.2
2011-06-13,Admiralty,12.2,na,na,na,27.3,31.2,24.4,5.6,41.8
2011-06-14,Admiralty,0,na,na,na,28,31,25.4,5.4,24.5
2011-06-15,Admiralty,5.2,na,na,na,29,33.4,26.1,5.6,24.5
2011-06-16,Admiralty,0,na,na,na,27.4,32.2,22.3,9.2,48.6
2011-06-17,Admiralty,15.8,na,na,na,28.8,31.5,26.8,7.1,26.3
2011-06-18,Admiralty,0,na,na,na,27.1,29.2,22.7,6.4,60.8
2011-06-19,Admiralty,0,na,na,na,28.8,32.1,26.1,7,32.4
2011-06-20,Admiralty,0,na,na,na,29.2,32.4,27,6.5,25.9
2011-06-21,Admiralty,0,na,na,na,29.4,33.2,27.4,6.3,23.8
2011-06-22,Admiralty,30,na,na,na,29.2,32.4,27.4,6.1,27.4
2011-06-23,Admiralty,0,na,na,na,27.1,30.2,23.1,6.8,41.4
2011-06-24,Admiralty,0,na,na,na,29.1,32.8,26.5,6.8,24.8
2011-06-25,Admiralty,0.4,na,na,na,28.4,30.3,25.7,6.5,42.8
2011-06-26,Admiralty,0,na,na,na,28.8,31.9,27.2,6.9,36.7
2011-06-27,Admiralty,0.2,na,na,na,28.9,32.2,26.5,5.1,29.5
2011-06-28,Admiralty,0,na,na,na,28.4,30.5,26,5.8,45.7
2011-06-29,Admiralty,7.2,na,na,na,27.6,31.5,25.8,6.4,39.6
2011-06-30,Admiralty,10.2,na,na,na,25.3,26.7,23.4,5.6,26.3
2011-07-01,Admiralty,0,na,na,na,28.1,32,24.2,6.9,27.7
2011-07-02,Admiralty,0,na,na,na,28.7,33.2,26.6,6.7,26.3
2011-07-03,Admiralty,1.8,na,na,na,27.6,32.1,25.7,5.5,22.7
2011-07-04,Admiralty,0,na,na,na,28.4,32.6,24.3,6.6,25.9
2011-07-05,Admiralty,5.4,na,na,na,29.2,32.7,24.7,7.8,28.1
2011-07-06,Admiralty,0,na,na,na,29.3,33.5,27.2,9.2,29.9
2011-07-07,Admiralty,0,na,na,na,29.2,33,27.3,7.1,22
2011-07-08,Admiralty,0,na,na,na,29,32.5,25.8,6.5,26.3
2011-07-09,Admiralty,0,na,na,na,29.1,32.3,26.9,6.4,30.2
2011-07-10,Admiralty,0.6,na,na,na,28.2,33,25.7,6.1,50.4
2011-07-11,Admiralty,18.4,na,na,na,28.7,32.3,25.3,5.7,25.6
2011-07-12,Admiralty,0,na,na,na,27.6,31.2,23,7.9,50.4
2011-07-13,Admiralty,0,na,na,na,29.4,32.8,26.7,6.5,28.4
2011-07-14,Admiralty,0,na,na,na,29.3,32.5,27.4,7.7,28.1
2011-07-15,Admiralty,16.4,na,na,na,26.8,30,23.5,6.8,38.5
2011-07-16,Admiralty,0,na,na,na,26.6,30.6,23.3,9.1,33.5
2011-07-17,Admiralty,0,na,na,na,28.8,32.5,26.3,6.3,30.2
2011-07-18,Admiralty,0,na,na,na,29,32.4,26.6,6.4,25.9
2011-07-19,Admiralty,0,na,na,na,29.1,32.5,26.7,7.6,31.3
2011-07-20,Admiralty,0,na,na,na,29.2,32.7,26.9,7,27.4
2011-07-21,Admiralty,0,na,na,na,29.1,32.9,26.7,6.5,24.1
2011-07-22,Admiralty,0.8,na,na,na,27,30.1,23.4,8.3,59.8
2011-07-23,Admiralty,0,na,na,na,28.3,32.4,24.3,5.8,25.6
2011-07-24,Admiralty,13.4,na,na,na,29.1,33.1,26.6,6.9,29.5
2011-07-25,Admiralty,0,na,na,na,27.5,30.8,22.6,6.7,40
2011-07-26,Admiralty,0,na,na,na,28.5,31.8,26,6.2,24.8
2011-07-27,Admiralty,6.8,na,na,na,28.1,32,22.7,6.6,49.7
2011-07-28,Admiralty,0.2,na,na,na,28.5,31.9,26.6,8,33.8
2011-07-29,Admiralty,0,na,na,na,29,32.1,26.9,7.4,35.3
2011-07-30,Admiralty,0,na,na,na,29,31.9,27.1,9.6,32.4
2011-07-31,Admiralty,0,na,na,na,28.8,31.4,27.1,9.7,33.8
2011-08-01,Admiralty,0,na,na,na,28.9,32.6,26.7,9.3,32.8
2011-08-02,Admiralty,0,na,na,na,29.2,32.8,26.8,7,27.7
2011-08-03,Admiralty,9.6,na,na,na,28.1,31.6,24.1,6.9,48.2
2011-08-04,Admiralty,18.4,na,na,na,25.7,27.7,23.9,6.5,27.7
2011-08-05,Admiralty,0,na,na,na,27.9,32,24.6,8.2,28.8
2011-08-06,Admiralty,0,na,na,na,28.8,33.8,26.7,7.9,31.7
2011-08-07,Admiralty,16.4,na,na,na,26.1,27.9,22.4,8.5,49.3
2011-08-08,Admiralty,0,na,na,na,28.4,32.4,24.9,5.4,28.8
2011-08-09,Admiralty,0,na,na,na,28.9,32.6,27,8.7,33.1
2011-08-10,Admiralty,0,na,na,na,28.6,33.5,26.7,7.3,29.5
2011-08-11,Admiralty,0,na,na,na,28.6,32.8,25,6.2,26.6
2011-08-12,Admiralty,0,na,na,na,28.8,33.8,26.6,10.6,44.6
2011-08-13,Admiralty,0,na,na,na,28,32.6,25,8.7,42.8
2011-08-14,Admiralty,38.6,na,na,na,27.5,32.7,23.3,6.3,42.1
2011-08-15,Admiralty,34.6,na,na,na,25.4,27.4,23.2,6.1,33.8
2011-08-16,Admiralty,0,na,na,na,27.5,33,23.8,7.3,34.9
2011-08-17,Admiralty,6,na,na,na,27.9,32.4,25.5,5.5,32.4
2011-08-18,Admiralty,0,na,na,na,28,33.4,24.5,6.9,33.5
2011-08-19,Admiralty,0,na,na,na,28.8,32.6,25.4,8.1,39.6
2011-08-20,Admiralty,2,na,na,na,27.3,31,25.1,8.7,32.4
2011-08-21,Admiralty,0,na,na,na,28.1,32,24.5,7.2,29.9
2011-08-22,Admiralty,0,na,na,na,28.4,32.4,26.8,6.7,40
2011-08-23,Admiralty,1.6,na,na,na,27.9,31.2,25.4,6.6,38.2
2011-08-24,Admiralty,0,na,na,na,29,33,26.1,7,28.1
2011-08-25,Admiralty,28.8,na,na,na,27.9,30.2,25.8,6.9,42.5
2011-08-26,Admiralty,0.8,na,na,na,25.9,28.1,23.6,6.1,33.1
2011-08-27,Admiralty,5.8,na,na,na,25.3,27.6,24.4,6.4,38.5
2011-08-28,Admiralty,0,na,na,na,27.9,31.5,25.3,6.4,26.3
2011-08-29,Admiralty,9.4,na,na,na,26.4,29.2,23.2,5.9,45
2011-08-30,Admiralty,0,na,na,na,27.1,30.9,25.1,6.9,38.5
2011-08-31,Admiralty,0,na,na,na,27.9,31.7,24.6,6.5,27.7
2011-09-01,Admiralty,0,na,na,na,28.9,32.4,25.9,8,36
2011-09-02,Admiralty,0,na,na,na,29,32.6,25.5,7.9,34.6
2011-09-03,Admiralty,5.2,na,na,na,28,31.3,25,5.7,29.5
2011-09-04,Admiralty,0,na,na,na,28.5,32.1,25.8,8.1,35.6
2011-09-05,Admiralty,0,na,na,na,28.7,31.9,26.2,6.4,36
2011-09-06,Admiralty,0,na,na,na,28.9,33.3,25.1,8.4,33.5
2011-09-07,Admiralty,0,na,na,na,28.5,32.6,26,6.6,29.9
2011-09-08,Admiralty,0,na,na,na,28.1,31.2,25.3,6.4,35.3
2011-09-09,Admiralty,0,na,na,na,28.8,31.3,27.2,9.1,31.3
2011-09-10,Admiralty,3,na,na,na,26.6,31.4,23.8,8.8,58.7
2011-09-11,Admiralty,0.4,na,na,na,27.1,30.3,23.5,6.5,36.4
2011-09-12,Admiralty,0,na,na,na,28.3,31.8,25.6,5,23.4
2011-09-13,Admiralty,4.2,na,na,na,28.5,33,25.6,10.8,39.6
2011-09-14,Admiralty,22,na,na,na,27.1,31.7,22.8,7,48.6
2011-09-15,Admiralty,0,na,na,na,27.4,31.5,24.6,6.1,23.8
2011-09-16,Admiralty,0,na,na,na,27.8,31.3,24.7,6.7,28.1
2011-09-17,Admiralty,6.2,na,na,na,26.9,30.9,25,4.4,33.1
2011-09-18,Admiralty,37.4,na,na,na,26.1,31.4,23.8,5.4,43.9
2011-09-19,Admiralty,3.8,na,na,na,26.5,30.1,24.2,6.5,27
2011-09-20,Admiralty,49.2,na,na,na,25.8,28.1,23.5,5.5,39.6
2011-09-21,Admiralty,10.4,na,na,na,26.6,31.1,24.2,6,33.1
2011-09-22,Admiralty,8,na,na,na,25.4,27.7,22.3,7.5,43.6
2011-09-23,Admiralty,0,na,na,na,28.4,33,24.8,6.1,25.2
2011-09-24,Admiralty,0,na,na,na,28.8,32.7,26.8,6.4,27
2011-09-25,Admiralty,42.6,na,na,na,28.9,33.4,25.1,5.3,24.5
2011-09-26,Admiralty,0,na,na,na,26.8,30.3,22,8.3,46.1
2011-09-27,Admiralty,5.8,na,na,na,27.9,31.3,25.3,6.8,62.6
2011-09-28,Admiralty,2.2,na,na,na,27.7,32.5,22.1,8.2,60.8
2011-09-29,Admiralty,7.8,na,na,na,28.8,32.4,23.9,6.6,38.2
2011-09-30,Admiralty,3,na,na,na,27.2,31.4,22.4,10,63.7
2011-10-01,Admiralty,24.8,na,na,na,27.8,31.3,24.1,4.5,25.2
2011-10-02,Admiralty,0,na,na,na,27.4,32.5,23,6.6,40.3
2011-10-03,Admiralty,46.4,na,na,na,29.1,33.2,25.4,5.1,22
2011-10-04,Admiralty,15.8,na,na,na,25.1,28.3,22.2,6.6,53.6
2011-10-05,Admiralty,0,na,na,na,26.9,30.6,24.1,6.4,39.6
2011-10-06,Admiralty,5.2,na,na,na,27.4,32.3,24.8,6.9,25.6
2011-10-07,Admiralty,104.4,na,na,na,26.6,31.7,24.1,6.7,32
2011-10-08,Admiralty,23.6,na,na,na,26.6,29.9,24.5,6.1,37.8
2011-10-09,Admiralty,0,na,na,na,26.8,30.4,22.9,8.6,40.3
2011-10-10,Admiralty,2,na,na,na,27.6,31.4,24.5,6,29.2
2011-10-11,Admiralty,15.2,na,na,na,25.8,27.1,23.5,6.3,44.3
2011-10-12,Admiralty,0.2,na,na,na,26,30.1,24.5,5.4,39.6
2011-10-13,Admiralty,0,na,na,na,28.1,32.8,24.4,6.4,23.4
2011-10-14,Admiralty,0,na,na,na,28.6,33.3,26,8.3,30.6
2011-10-15,Admiralty,0,na,na,na,28.9,32.8,25.7,9.6,36
2011-10-16,Admiralty,0,na,na,na,28.7,31.8,26.3,10.5,28.8
2011-10-17,Admiralty,1,na,na,na,28.3,31.5,26.7,10.6,33.1
2011-10-18,Admiralty,12.4,na,na,na,26.9,31.6,24.8,6.9,32.4
2011-10-19,Admiralty,11,na,na,na,26.1,31.6,23.9,5.5,39.2
2011-10-20,Admiralty,2.4,na,na,na,25.6,31.5,23.5,7.4,27.4
2011-10-21,Admiralty,30.2,na,na,na,26,30.5,23.5,6,25.9
2011-10-22,Admiralty,15.2,na,na,na,26.3,32,24.4,5.3,25.6
2011-10-23,Admiralty,1.6,na,na,na,27.2,29.9,24.8,8.4,29.2
2011-10-24,Admiralty,1.8,na,na,na,28.1,31.9,25.6,8.9,33.1
2011-10-25,Admiralty,8.2,na,na,na,27.2,31.8,25,5.2,31.3
2011-10-26,Admiralty,11.4,na,na,na,26.3,31.5,24.3,6.1,28.8
2011-10-27,Admiralty,30.6,na,na,na,25.6,31.3,24,5.4,21.6
2011-10-28,Admiralty,6.8,na,na,na,27.1,31.2,24.2,5.9,26.3
2011-10-29,Admiralty,7.2,na,na,na,27.3,30.6,23.8,8.2,33.1
2011-10-30,Admiralty,0,na,na,na,28.4,32.5,25,8.4,36.7
2011-10-31,Admiralty,78.2,na,na,na,26.2,30.6,23.4,5.9,39.2
2011-11-01,Admiralty,0,na,na,na,27,32.7,24.6,7.3,50.8
2011-11-02,Admiralty,3.8,na,na,na,26.4,29.9,24.3,6.8,44.6
2011-11-03,Admiralty,3.8,na,na,na,26.5,29.3,24.9,6.8,23.4
2011-11-04,Admiralty,0.6,na,na,na,25.8,27.6,23.6,8.5,37.1
2011-11-05,Admiralty,13.8,na,na,na,27.4,30.4,24.8,7,31.7
2011-11-06,Admiralty,0.2,na,na,na,27.1,29.6,24.2,6.3,27
2011-11-07,Admiralty,0,na,na,na,28,31.6,24.8,10.4,43.2
2011-11-08,Admiralty,2.8,na,na,na,27.2,28.8,25.6,7.9,32.4
2011-11-09,Admiralty,0.2,na,na,na,27.8,31.1,25.3,9,39.6
2011-11-10,Admiralty,2.4,na,na,na,28.2,34.4,25.2,7,27.7
2011-11-11,Admiralty,5.4,na,na,na,27.3,32.3,25.3,7.4,29.5
2011-11-12,Admiralty,12.8,na,na,na,25.5,30.8,23.1,6.7,33.8
2011-11-13,Admiralty,55.8,na,na,na,26.2,33.3,22.7,6.2,37.1
2011-11-14,Admiralty,10,na,na,na,26.2,32.8,23.8,7.2,38.2
2011-11-15,Admiralty,0.4,na,na,na,26.9,31.4,24.4,8.6,27
2011-11-16,Admiralty,1,na,na,na,26.8,31.9,24.6,6.5,28.4
2011-11-17,Admiralty,13,na,na,na,27.3,34.5,23.9,7,48.6
2011-11-18,Admiralty,1.2,na,na,na,26.1,30.1,24.2,5.4,24.8
2011-11-19,Admiralty,12.4,na,na,na,27.2,33.4,24.1,6,43.9
2011-11-20,Admiralty,11,na,na,na,26.4,31.3,23.7,7.5,31.3
2011-11-21,Admiralty,0,na,na,na,26.9,31,24.3,7.5,31.3
2011-11-22,Admiralty,0,na,na,na,27.3,30.8,24.9,8.7,33.5
2011-11-23,Admiralty,47,na,na,na,25.8,30.2,23.5,6.7,26.6
2011-11-24,Admiralty,6.2,na,na,na,26.4,31.2,24.3,8.3,32.8
2011-11-25,Admiralty,0,na,na,na,27.4,31.4,25.3,9.3,33.1
2011-11-26,Admiralty,9.4,na,na,na,26.8,30.6,25.4,7.4,33.8
2011-11-27,Admiralty,6.4,na,na,na,27.1,32.4,25.5,6.5,34.9
2011-11-28,Admiralty,17.2,na,na,na,26.6,32.9,24.8,5.4,34.6
2011-11-29,Admiralty,38.2,na,na,na,26.4,32.8,24.2,6.2,33.8
2011-11-30,Admiralty,13.6,na,na,na,26.9,31.5,25,7.8,39.2
2011-12-01,Admiralty,6,na,na,na,26.5,28.8,24.8,9.4,34.9
2011-12-02,Admiralty,6.2,na,na,na,25.4,26.6,23.7,6.4,25.6
2011-12-03,Admiralty,43.4,na,na,na,25.9,33.1,22.6,8,39.6
2011-12-04,Admiralty,20.8,na,na,na,26.2,32.2,24,5.9,32.4
2011-12-05,Admiralty,0,na,na,na,25.9,29.1,23.5,8.3,23.8
2011-12-06,Admiralty,4.6,na,na,na,27.7,33.6,24.4,6.9,23.8
2011-12-07,Admiralty,4.6,na,na,na,26.8,32.9,24.7,7.3,25.6
2011-12-08,Admiralty,21,na,na,na,26.7,32.3,23.8,8,38.5
2011-12-09,Admiralty,3.6,na,na,na,26.6,32.1,24.4,7.5,30.2
2011-12-10,Admiralty,0.2,na,na,na,27.2,30.4,24.9,10.8,36.4
2011-12-11,Admiralty,3,na,na,na,25,26.6,22.9,7.2,27.7
2011-12-12,Admiralty,10.6,na,na,na,25.5,29.5,23.4,7.4,24.1
2011-12-13,Admiralty,0.2,na,na,na,26.7,30.6,24.6,11.7,40.3
2011-12-14,Admiralty,3.4,na,na,na,27.1,31.2,24.9,7.5,41
2011-12-15,Admiralty,0.2,na,na,na,27.3,30.5,25.3,7.1,36.4
2011-12-16,Admiralty,18,na,na,na,26.8,30.9,24.9,7.9,36
2011-12-17,Admiralty,25.4,na,na,na,25.7,28.4,24.3,9.3,52.2
2011-12-18,Admiralty,45.8,na,na,na,25.3,28.3,24.1,8,47.9
2011-12-19,Admiralty,54.8,na,na,na,24.6,26.1,23.9,9.2,29.5
